machine_id,timestamp,motor_temp,vibration,load,ambient_temp,operating_hours,weeks_to_failure,falla,bearing_temp,delta_temp,relative_load,hours_since_failure
SCREW_001,2023-01-01,83.1,2.06,199.8,27.9,0.0,2.0,0,77.10657169397753,55.2,0.6054545454545455,
SCREW_001,2023-01-08,79.8,2.96,226.6,18.8,181.0,1.0,0,75.07652860234236,61.0,0.6866666666666666,
SCREW_001,2023-01-15,89.2,5.58,129.6,26.4,303.0,0.0,1,82.90462292379861,62.8,0.3927272727272727,0.0
SCREW_001,2023-01-22,81.9,1.43,216.4,28.9,565.0,1.0,0,73.85394028718396,53.00000000000001,0.6557575757575758,262.0
SCREW_001,2023-01-29,87.0,5.36,165.3,28.2,694.0,0.0,1,82.46830674944667,58.8,0.500909090909091,0.0
SCREW_001,2023-02-05,90.1,4.22,144.8,32.5,812.0,0.0,1,85.56827391389835,57.6,0.4387878787878788,0.0
SCREW_001,2023-02-12,90.1,4.65,153.2,34.1,1010.0,0.0,1,81.94157436898521,55.99999999999999,0.4642424242424242,0.0
SCREW_001,2023-02-19,91.6,3.9,119.4,18.6,1207.0,0.0,1,85.06513054169417,73.0,0.3618181818181818,0.0
SCREW_001,2023-02-26,77.0,2.54,234.1,24.4,1432.0,1.0,0,72.9389487718699,52.6,0.7093939393939394,225.0
SCREW_001,2023-03-05,88.1,5.59,137.0,25.2,1559.0,0.0,1,82.01487991282806,62.89999999999999,0.4151515151515151,0.0
SCREW_001,2023-03-12,91.5,5.04,140.6,24.9,1670.0,0.0,1,87.42683538562493,66.6,0.426060606060606,0.0
SCREW_001,2023-03-19,93.2,6.13,162.8,34.0,1827.0,0.0,1,89.13145950714052,59.2,0.4933333333333333,0.0
SCREW_001,2023-03-26,88.3,5.35,145.6,28.0,2042.0,0.0,1,82.81607545686794,60.3,0.4412121212121212,0.0
SCREW_001,2023-04-02,77.0,1.48,241.8,29.0,2161.0,2.0,0,75.8265604893156,48.0,0.7327272727272728,119.0
SCREW_001,2023-04-09,89.0,4.75,80.0,26.2,2338.0,1.0,0,87.44983566502607,62.8,0.2424242424242424,296.0
SCREW_001,2023-04-16,90.4,5.07,162.7,25.8,2556.0,0.0,1,86.52457505848196,64.60000000000001,0.493030303030303,0.0
SCREW_001,2023-04-23,84.7,5.2,135.0,25.4,2681.0,0.0,1,81.72566224066885,59.3,0.4090909090909091,0.0
SCREW_001,2023-04-30,82.8,3.42,275.3,20.0,2885.0,1.0,0,77.17150533480945,62.8,0.8342424242424242,204.0
SCREW_001,2023-05-07,89.9,3.88,134.2,28.3,2992.0,0.0,1,86.71604815104243,61.60000000000001,0.4066666666666666,0.0
SCREW_001,2023-05-14,89.9,5.75,141.5,26.9,3201.0,0.0,1,87.72460740267059,63.00000000000001,0.4287878787878788,0.0
SCREW_001,2023-05-21,89.6,5.38,180.0,30.8,3378.0,0.0,1,81.66870246215689,58.8,0.5454545454545454,0.0
SCREW_001,2023-05-28,89.3,5.16,110.2,36.2,3523.0,1.0,0,84.75155260097307,53.1,0.3339393939393939,145.0
SCREW_001,2023-06-04,89.7,4.79,137.8,24.5,3651.0,0.0,1,84.56494359062415,65.2,0.4175757575757576,0.0
SCREW_001,2023-06-11,86.8,5.12,226.7,19.5,3857.0,1.0,0,84.64949637242691,67.3,0.6869696969696969,206.0
SCREW_001,2023-06-18,93.1,4.7,174.3,30.7,4021.0,0.0,1,89.18876544905036,62.39999999999999,0.5281818181818182,0.0
SCREW_001,2023-06-25,86.6,5.06,178.5,26.5,4241.0,1.0,0,81.37815482058026,60.1,0.5409090909090909,220.0
SCREW_001,2023-07-02,91.7,4.61,126.3,22.7,4341.0,0.0,1,89.00198715484461,69.0,0.3827272727272727,0.0
SCREW_001,2023-07-09,86.0,4.21,183.2,23.6,4558.0,0.0,1,80.24860396330865,62.4,0.5551515151515151,0.0
SCREW_001,2023-07-16,92.6,5.28,131.1,28.8,4704.0,0.0,1,88.8012773798376,63.8,0.3972727272727273,0.0
SCREW_001,2023-07-23,90.6,5.08,142.3,21.1,4889.0,0.0,1,86.18338749958654,69.5,0.4312121212121212,0.0
SCREW_001,2023-07-30,78.1,2.29,232.8,30.4,5069.0,1.0,0,74.3034132244588,47.7,0.7054545454545454,180.0
SCREW_001,2023-08-06,92.9,4.85,156.4,29.8,5210.0,0.0,1,84.19544363098213,63.10000000000001,0.4739393939393939,0.0
SCREW_001,2023-08-13,89.5,5.24,125.9,22.3,5383.0,0.0,1,84.52699444947586,67.2,0.3815151515151515,0.0
SCREW_001,2023-08-20,90.6,4.97,222.1,27.1,5541.0,0.0,1,87.71542185791179,63.49999999999999,0.673030303030303,0.0
SCREW_001,2023-08-27,90.6,5.43,107.4,24.2,5714.0,0.0,1,83.95491017579361,66.39999999999999,0.3254545454545455,0.0
SCREW_001,2023-09-03,91.6,5.44,208.2,21.2,5931.0,0.0,1,89.04168729994204,70.39999999999999,0.6309090909090909,0.0
SCREW_001,2023-09-10,89.9,4.85,88.4,30.5,6069.0,0.0,1,84.48227280999049,59.400000000000006,0.2678787878787879,0.0
SCREW_001,2023-09-17,87.7,4.61,150.6,30.9,6219.0,0.0,1,86.61934024775955,56.8,0.4563636363636363,0.0
SCREW_001,2023-09-24,84.0,2.42,234.6,26.5,6404.0,1.0,0,81.65637209779686,57.5,0.7109090909090909,185.0
SCREW_001,2023-10-01,90.8,4.51,105.3,27.0,6545.0,0.0,1,85.40627752826175,63.8,0.3190909090909091,0.0
SCREW_001,2023-10-08,87.7,6.03,124.0,28.1,6703.0,0.0,1,81.22306684000918,59.6,0.3757575757575757,0.0
SCREW_001,2023-10-15,78.7,2.79,277.5,29.5,6858.0,1.0,0,73.35726343762006,49.2,0.8409090909090909,155.0
SCREW_001,2023-10-22,87.6,5.4,143.6,35.1,7029.0,0.0,1,82.83129656477648,52.49999999999999,0.4351515151515151,0.0
SCREW_001,2023-10-29,91.0,5.08,156.8,23.1,7229.0,0.0,1,86.60220739117858,67.9,0.4751515151515152,0.0
SCREW_001,2023-11-05,90.7,5.71,135.9,19.0,7376.0,1.0,0,88.65704398073485,71.7,0.4118181818181818,147.0
SCREW_001,2023-11-12,88.9,4.32,162.6,24.3,7577.0,0.0,1,85.33968841678943,64.60000000000001,0.4927272727272727,0.0
SCREW_001,2023-11-19,90.2,4.43,110.2,28.1,7744.0,0.0,1,86.12127754191958,62.1,0.3339393939393939,0.0
SCREW_001,2023-11-26,87.9,5.08,154.4,31.0,7851.0,0.0,1,80.78575554756218,56.900000000000006,0.4678787878787879,0.0
SCREW_001,2023-12-03,88.8,4.2,174.3,31.4,8054.0,0.0,1,83.11276342086308,57.4,0.5281818181818182,0.0
SCREW_001,2023-12-10,90.9,4.9,158.3,26.2,8221.0,0.0,1,89.42608031072547,64.7,0.4796969696969697,0.0
SCREW_002,2023-01-01,91.5,5.17,153.1,22.3,5.0,0.0,1,85.85183206121042,69.2,0.4639393939393939,0.0
SCREW_002,2023-01-08,91.8,5.24,132.2,28.6,173.0,0.0,1,87.57016456083264,63.2,0.4006060606060606,0.0
SCREW_002,2023-01-15,89.3,4.69,150.6,24.4,334.0,0.0,1,85.65384400061191,64.9,0.4563636363636363,0.0
SCREW_002,2023-01-22,90.6,6.08,179.7,26.7,477.0,0.0,1,84.37664742231826,63.89999999999999,0.5445454545454546,0.0
SCREW_002,2023-01-29,90.7,4.59,134.3,18.7,667.0,0.0,1,83.6380009550081,72.0,0.406969696969697,0.0
SCREW_002,2023-02-05,90.8,4.89,163.5,24.0,820.0,0.0,1,83.93743976176759,66.8,0.4954545454545455,0.0
SCREW_002,2023-02-12,89.8,6.02,133.1,25.8,1032.0,0.0,1,86.47843504644527,64.0,0.4033333333333333,0.0
SCREW_002,2023-02-19,88.6,5.67,166.1,21.8,1167.0,0.0,1,84.21842475170243,66.8,0.5033333333333333,0.0
SCREW_002,2023-02-26,88.0,5.83,132.7,31.5,1346.0,0.0,1,82.33747313719287,56.5,0.4021212121212121,0.0
SCREW_002,2023-03-05,93.3,4.64,155.0,29.1,1497.0,0.0,1,86.34890974575528,64.19999999999999,0.4696969696969697,0.0
SCREW_002,2023-03-12,89.8,4.54,161.8,30.1,1673.0,0.0,1,85.75834847569058,59.7,0.4903030303030303,0.0
SCREW_002,2023-03-19,89.6,5.51,163.3,23.3,1879.0,0.0,1,84.97131795332763,66.3,0.4948484848484848,0.0
SCREW_002,2023-03-26,92.4,5.68,159.9,22.2,2065.0,0.0,1,89.61266994801207,70.2,0.4845454545454545,0.0
SCREW_002,2023-04-02,89.1,4.93,137.0,21.8,2224.0,0.0,1,86.49241324816134,67.3,0.4151515151515151,0.0
SCREW_002,2023-04-09,87.2,6.19,174.1,21.8,2331.0,1.0,0,80.5749483552116,65.4,0.5275757575757576,107.0
SCREW_002,2023-04-16,89.6,4.8,117.0,23.5,2540.0,0.0,1,81.88751994285835,66.1,0.3545454545454545,0.0
SCREW_002,2023-04-23,92.0,5.47,155.2,28.2,2641.0,0.0,1,87.14402024316067,63.8,0.4703030303030303,0.0
SCREW_002,2023-04-30,91.4,4.39,131.0,30.7,2881.0,0.0,1,84.39293420421596,60.7,0.396969696969697,0.0
SCREW_002,2023-05-07,91.0,5.34,158.8,26.7,3020.0,0.0,1,85.27672794990474,64.3,0.4812121212121212,0.0
SCREW_002,2023-05-14,77.7,1.35,233.8,28.4,3219.0,2.0,0,73.99023950921026,49.3,0.7084848484848485,199.0
SCREW_002,2023-05-21,80.6,2.51,234.4,25.6,3350.0,1.0,0,74.87720878898317,54.99999999999999,0.7103030303030303,330.0
SCREW_002,2023-05-28,88.9,4.8,89.0,24.0,3491.0,0.0,1,80.82392686706807,64.9,0.2696969696969697,0.0
SCREW_002,2023-06-04,82.9,2.62,236.8,31.2,3786.0,2.0,0,77.9716520782199,51.7,0.7175757575757576,295.0
SCREW_002,2023-06-11,91.2,2.57,208.3,23.1,3861.0,1.0,0,83.070712688372,68.1,0.6312121212121212,370.0
SCREW_002,2023-06-18,85.5,5.54,140.4,31.3,4069.0,0.0,1,85.73949020817949,54.2,0.4254545454545455,0.0
SCREW_002,2023-06-25,90.2,5.53,170.9,24.4,4189.0,0.0,1,83.55619499124955,65.80000000000001,0.5178787878787879,0.0
SCREW_002,2023-07-02,90.8,4.85,198.6,33.7,4348.0,0.0,1,85.62590586352366,57.1,0.6018181818181818,0.0
SCREW_002,2023-07-09,89.0,5.72,177.2,23.1,4568.0,0.0,1,84.59801470093174,65.9,0.536969696969697,0.0
SCREW_002,2023-07-16,87.8,4.46,209.2,33.5,4692.0,1.0,0,82.616478446929,54.3,0.6339393939393939,124.0
SCREW_002,2023-07-23,87.7,4.93,195.7,22.8,4877.0,0.0,1,86.67513782920179,64.9,0.593030303030303,0.0
SCREW_002,2023-07-30,90.7,4.84,88.9,28.8,5056.0,0.0,1,86.13934377567503,61.900000000000006,0.2693939393939394,0.0
SCREW_002,2023-08-06,78.6,2.7,200.9,31.5,5188.0,1.0,0,72.8857748569765,47.1,0.6087878787878788,132.0
SCREW_002,2023-08-13,88.3,4.36,164.0,27.8,5441.0,0.0,1,80.34421191051696,60.5,0.4969696969696969,0.0
SCREW_002,2023-08-20,79.3,2.06,280.3,23.2,5498.0,1.0,0,75.3365404365473,56.1,0.8493939393939395,57.0
SCREW_002,2023-08-27,91.6,4.94,159.1,28.5,5664.0,0.0,1,88.21698720578637,63.1,0.4821212121212121,0.0
SCREW_002,2023-09-03,88.5,4.99,145.1,28.1,5850.0,0.0,1,84.50351408716907,60.4,0.4396969696969697,0.0
SCREW_002,2023-09-10,79.9,2.99,227.6,27.9,6019.0,1.0,0,73.06919576459586,52.00000000000001,0.6896969696969697,169.0
SCREW_002,2023-09-17,91.8,5.51,197.0,24.8,6232.0,0.0,1,86.14249778068063,67.0,0.5969696969696969,0.0
SCREW_002,2023-09-24,89.8,5.21,91.0,20.1,6335.0,0.0,1,85.85952040753408,69.69999999999999,0.2757575757575757,0.0
SCREW_002,2023-10-01,93.2,4.94,138.9,29.1,6563.0,0.0,1,87.17346513377329,64.1,0.4209090909090909,0.0
SCREW_002,2023-10-08,90.2,5.27,142.4,31.9,6735.0,0.0,1,85.00584490130392,58.3,0.4315151515151515,0.0
SCREW_002,2023-10-15,78.0,1.99,281.1,28.0,6920.0,1.0,0,71.06271001893423,50.0,0.8518181818181819,185.0
SCREW_002,2023-10-22,89.8,4.74,176.4,26.5,7074.0,0.0,1,86.2041061877547,63.3,0.5345454545454545,0.0
SCREW_002,2023-10-29,87.7,3.99,131.0,34.4,7271.0,0.0,1,83.35532429319554,53.3,0.396969696969697,0.0
SCREW_002,2023-11-05,89.3,4.94,149.0,29.1,7395.0,0.0,1,85.08421630626431,60.2,0.4515151515151515,0.0
SCREW_002,2023-11-12,90.0,4.58,135.4,25.8,7573.0,0.0,1,87.92702989626423,64.2,0.4103030303030303,0.0
SCREW_002,2023-11-19,96.7,4.55,182.7,22.3,7720.0,0.0,1,91.10775944587084,74.4,0.5536363636363636,0.0
SCREW_002,2023-11-26,80.7,2.4,234.5,32.3,7877.0,1.0,0,75.17788945564023,48.400000000000006,0.7106060606060606,157.0
SCREW_002,2023-12-03,90.7,5.45,179.7,35.9,8116.0,0.0,1,85.68977308671508,54.8,0.5445454545454546,0.0
SCREW_002,2023-12-10,87.6,6.0,134.3,20.3,8201.0,0.0,1,83.06917426675028,67.3,0.406969696969697,0.0
SCREW_003,2023-01-01,88.1,4.74,165.1,34.5,4.0,0.0,1,85.93074148410082,53.6,0.5003030303030302,0.0
SCREW_003,2023-01-08,93.3,4.6,114.8,24.4,174.0,0.0,1,89.14129064553072,68.9,0.3478787878787878,0.0
SCREW_003,2023-01-15,86.4,5.22,125.1,23.9,283.0,0.0,1,82.08542903305354,62.50000000000001,0.3790909090909091,0.0
SCREW_003,2023-01-22,78.6,2.7,258.0,23.4,459.0,1.0,0,75.20455453844323,55.2,0.7818181818181819,176.0
SCREW_003,2023-01-29,93.7,4.81,144.3,28.3,665.0,0.0,1,89.02257142333202,65.4,0.4372727272727273,0.0
SCREW_003,2023-02-05,90.1,4.68,194.7,21.4,843.0,0.0,1,84.29189828637092,68.69999999999999,0.59,0.0
SCREW_003,2023-02-12,79.1,2.33,201.0,27.8,1043.0,2.0,0,70.32762819757893,51.3,0.6090909090909091,200.0
SCREW_003,2023-02-19,78.5,2.2,218.6,30.1,1202.0,1.0,0,73.15084437433632,48.4,0.6624242424242424,359.0
SCREW_003,2023-02-26,85.1,5.2,151.6,23.3,1383.0,0.0,1,79.58489921855447,61.8,0.4593939393939393,0.0
SCREW_003,2023-03-05,89.3,4.68,120.7,27.2,1575.0,0.0,1,84.44889183153234,62.1,0.3657575757575758,0.0
SCREW_003,2023-03-12,90.7,5.46,138.0,29.2,1652.0,0.0,1,89.53754243059808,61.5,0.4181818181818181,0.0
SCREW_003,2023-03-19,74.7,3.71,200.5,22.2,1866.0,1.0,0,69.75302775089844,52.5,0.6075757575757575,214.0
SCREW_003,2023-03-26,87.3,4.49,126.5,18.0,2006.0,0.0,1,82.17953958011795,69.3,0.3833333333333333,0.0
SCREW_003,2023-04-02,91.5,5.24,120.3,27.8,2145.0,0.0,1,81.57351577502942,63.7,0.3645454545454545,0.0
SCREW_003,2023-04-09,89.1,5.14,143.3,23.8,2346.0,0.0,1,84.48472192956224,65.3,0.4342424242424242,0.0
SCREW_003,2023-04-16,93.5,4.76,130.7,21.8,2488.0,0.0,1,87.89690531533277,71.7,0.396060606060606,0.0
